Video Link,Primary Tag,Secondary Tag,Description
https://www.youtube.com/watch?v=1dtzSRlfBDk,child directed,Educational Content,ad about a Math and logic based visual game.  Contained no monetary information
https://www.youtube.com/watch?v=UNk8YilXVQc,irrelevant,Tech & Gadgets,Ad showing an unboxing of a smartphone by honor
https://www.youtube.com/watch?v=Ws3V7A6gepA,irrelevant,Tech & Gadgets,Ad for a smartphone lineup being explained by a man (honor phones)
https://www.youtube.com/watch?v=6zP_KnLDHGY,inappropriate,Display of weapons,Ad for a punjabi song with baseball bats and gun sounds in an intimidating manner. lyrics also not appropriate
https://www.youtube.com/watch?v=0-671kdnP5c,irrelevant,Tech & Gadgets,Ad for a smartphone lineup being explained by a man (honor phones)
https://www.youtube.com/watch?v=v8UkcODWhAU,irrelevant,Music & Performance,Ad about a man singing. Lyrics in the video have no apparent problem
https://www.youtube.com/watch?v=3hJawHSCqfg,irrelevant,Music & Performance,"music by will.i.am, Lil Wayne on formula cars. No inappropriate lyrics and rated safe according to spotify"
https://www.youtube.com/watch?v=bQES_F6c7c8,child directed,Educational Content,ad about a Math and logic based visual game.  Contained no monetary information
https://www.youtube.com/watch?v=WilnmR4lX6k,irrelevant,Travel & Adventure,Travel vlog of a person visiting a resort in miami
https://www.youtube.com/watch?v=fysVod7eanc,inappropriate,Adult Suggestive Content,Indian song with a romantic undertone
https://www.youtube.com/watch?v=Ux9HOt0twoY,irrelevant,Tech & Gadgets,Ad about a talk discussing open source vs closed source AI
https://www.youtube.com/watch?v=3S13NGzXhj4,irrelevant,Software,App for a logistics transport company
https://www.youtube.com/watch?v=6z90tA5_Vlw,irrelevant,Education & Learning,ad about a higher education business school promoting its facilities
https://www.youtube.com/watch?v=U3PTLHaeZSM,inappropriate,Adult Suggestive Content,Ad about a punjabi song with lyrics surrounding Adult Suggestive Content and hearbreak
https://www.youtube.com/watch?v=eCXqMHPlaoE,inappropriate,"Drinking, drugs, smoking",Ad showing glorified drinking and sensual dances by women for men
https://www.youtube.com/watch?v=J9h3vC1WM4g,inappropriate,Adult Suggestive Content,Hindi song with the song having an intimate tone and lyrics
https://www.youtube.com/watch?v=Ixo7QTX2Xgk,irrelevant,Health and Wellness,Ad for a toothpaste with a doctor testifying for its efficacy
https://www.youtube.com/watch?v=c0JoY05GDww,irrelevant,Music & Performance,Ad for a long playlist of beats. No lyrics and photo is of a cartoon
https://www.youtube.com/watch?v=Fe0Yn8O5kNw,inappropriate,Adult Suggestive Content,Indian song with a romantic undertone
https://www.youtube.com/watch?v=cAMHx-m9oh8,inappropriate,Adult Suggestive Content,song with the video showing intimate contact
https://www.youtube.com/watch?v=34u1sOLrgVo,child directed,Educational Content,ad about a Math and logic based visual game.  Contained no monetary information
https://www.youtube.com/watch?v=RQ5wXpePzGE,inappropriate,Adult Suggestive Content,Indian song with a romantic undertone
https://www.youtube.com/watch?v=CnZjeTc1ps0,irrelevant,Software,Ad for a website for automobile sale. shows a man in a music studio saying ok
https://www.youtube.com/watch?v=tRUtoAw_e8Y,irrelevant,Music & Performance,A song about friendship
https://www.youtube.com/watch?v=2fp25a5eoVM,irrelevant,Tech & Gadgets,Ad for a smartphone lineup being explained by a man (honor phones)
https://www.youtube.com/watch?v=Ijwq-tTAwGg,inappropriate,Adult Suggestive Content,Song with intimate lyrics
https://www.youtube.com/watch?v=DyIMb0oO8Qw,child directed,Cartoons,Ad for a bear cartoon which goes on adventures. Aimed for kids
