Video link,Primary Tag,Secondary Tag,Description
https://www.youtube.com/watch?v=zV07rG_T2Ho,inaudible,Different Language,telugu music video
https://www.youtube.com/watch?v=qQagxwqyBXk,irrelevant,Education & Learning,university ad 
https://www.youtube.com/watch?v=gp1SV7XHEik,irrelevant,Personal Care & Beauty,hair oil for hairfall
https://www.youtube.com/watch?v=nTlzN0-KfQk,irrelevant,Business & Entrepreneurship,online help with life to be successful
https://www.youtube.com/watch?v=p6aw8mqT_fM,excluded,,religious/worshipping a person content
https://www.youtube.com/watch?v=88-At_qSBn4,inaudible,Different Language,korean video song
https://www.youtube.com/watch?v=DT59KQ1MNsg,child directed,Kids Cooking & Food,"kids snacks, poppers"
https://www.youtube.com/watch?v=5MkzBHAqeR0,inappropriate,Scariness,"fire, sword, blood, huge guns"
https://www.youtube.com/watch?v=PiubytzLmOE,irrelevant,Food and Cooking,cold drink/fizzy drink ad
https://www.youtube.com/watch?v=o_-NSz1Y6Qk,child directed,Kids Cooking & Food,kinder joy for kids
https://www.youtube.com/watch?v=eiZCsCCEBmk,irrelevant,Home and Office,home appliances company
https://www.youtube.com/watch?v=NEdizG9m33o,child directed,Kids Cooking & Food,children's biscuits snacks
https://www.youtube.com/watch?v=q5WQmWH3EGQ,irrelevant,Education & Learning,school of management
https://www.youtube.com/watch?v=CxUcLE-SuqE,irrelevant,Software,"software to make online shoping platform, live product options and customising products"
https://www.youtube.com/watch?v=QOTt58XpLRo,inappropriate,Scariness,"ukarine war, fire, huge trucks emitting fire, destroyed buildings"
https://www.youtube.com/watch?v=sQcihb7fcIA,irrelevant,Food and Cooking,cooking masala ad
https://www.youtube.com/watch?v=OtOigw2BsCM,irrelevant,Gaming & Entertainment,space game
https://www.youtube.com/watch?v=4Q9PzMdxblw,inappropriate,Adult Suggestive Content,"too much physical and non physical Adult Suggestive Content, blood, smoking, drinking"
https://www.youtube.com/watch?v=5FuVGcRNo_g,irrelevant,Nature & Environment,lions in nature
https://www.youtube.com/watch?v=pPs_ftHlRuE,irrelevant,Parenting & Family,kids diapers ad
https://www.youtube.com/watch?v=opNK4iEb5RI,inappropriate,Adult Suggestive Content,"too much physical closeness and attraction between two people, relationships"
https://www.youtube.com/watch?v=RJjfACkbhv8,irrelevant,Personal Care & Beauty,face cream ad
https://www.youtube.com/watch?v=UmXXzO7xs9s,inappropriate,Extreme stunts ,"gta game ad, too muchcar racing shown"
https://www.youtube.com/watch?v=9WuiTpFRjBM,irrelevant,Home and Office,home appliances ad
https://www.youtube.com/watch?v=hhh4S_LtCyM,irrelevant,Parenting & Family,"good milk for children, power parents"
https://www.youtube.com/watch?v=sfj5oSS0s6g,irrelevant,Personal Care & Beauty,facewash for pimples
https://www.youtube.com/watch?v=OAHjT4EMCvU,inappropriate,Scariness,"dinosaurs, dinosaur fossils, guns, dinosaur voice"
https://www.youtube.com/watch?v=_7dzvaVIoZk,inappropriate,Adult Suggestive Content,"many girls around a man, arabian music video"
https://www.youtube.com/watch?v=mrWhoeOiZVg,irrelevant,Personal Care & Beauty,anti dandruff shampoo
